Sequence number,Code,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Flight identification,Main Exemption code,Type of aircraft,Operator,Aircraft Registration,Comment1,Flight date,IFPLID,Planned_aerodrome,Charging_zone_overflow,Entry_point,Exit_point,Sup_exemption_code,Source of the Aircraft Address,24-bit Aircraft Address,Comment2,case7,case8,case9,case10,case13,case15,case16,case18,ccrArrival,front_alg_fr,premier_plot_fr,modes_fr,Type_Avion_Survol
8438,F,631,LFBO,EGLL,BAW377   ,Z,A320   ,Z  ,GEUUH    ,,240321,AA57074424,,,,,,,4009C5,,BAW377,IS ,A320/M,SDE3FGHIJ1KRWXY/SB1 ,LFBO0610 ,N0414F360 LACOU DCT CHALA DCT CNA DCT MANAK DCT EPAPU UM184 EKRAS/N0413F340 UT507 REVTU UP87 ROXOG ,EGLL0124 EGSS ,"CODE/4009C5 DOF/240321 EET/LFFF0007 EGTT0108 NAV/RNVD1E2A1 RNP2 OPR/BAW ORGN/EGLLBAWH PER/C REG/GEUUH RMK/LAHSO NOT AUTHORISED DSP CTC +442085130455 EGLLBAWC LHRWYBA TCAS PAX FLT RVR/075 SEL/DHFJ TALT/LEBL)
",TOUL,False,632.0,4009C5,A320
8439,F,1603,LFBO,EGLL,BAW379   ,Z,A320   ,Z  ,GTTNH    ,,240321,AA57089879,,,,,,,4075FD,,BAW379,IS ,A20N/M,SDGHIJ1LRWXY/SB1 ,LFBO1600 ,N0412F360 LACOU DCT CHALA DCT CNA DCT MANAK DCT EPAPU UM184 EKRAS/N0387F340 UT507 REVTU UP87 ROXOG ,EGLL0118 EGSS ,"CODE/4075FD DOF/240321 EET/LFFF0006 EGTT0105 NAV/RNVD1E2A1 RNP2 OPR/BAW ORGN/EGLLBAWH PER/C REG/GTTNH RMK/LAHSO NOT AUTHORISED DSP CTC +442085130455 EGLLBAWC LHRWYBA TCAS PAX FLT RVR/075 SEL/LQBC TALT/LEBL)
",TOUL,False,1610.0,4075FD,A20N
8441,F,2049,LFMN,EGLL,BAW39P   ,Z,A320   ,Z  ,GEUYM    ,,240321,AA57095760,,,,,,,406532,,BAW39P,IS ,A320/M,SDE3FGIJ1KRWXY/SB1 ,LFMN2015 ,N0439F380 BADOD UZ12 BULOL UM733 IDAVO DCT BAGBI DCT SIZZA UM733 KOPOR UM976 ABNUR UT10 ALESO ,EGLL0128 EGSS ,"CODE/406532 DOF/240321 EET/LFFF0007 EGTT0114 NAV/RNVD1E2A1 RNP2 OPR/BAW ORGN/EGLLBAWH PER/C REG/GEUYM RMK/LAHSO NOT AUTHORISED DSP CTC +442085130455 EGLLBAWC LHRWYBA TCAS PAX FLT RVR/075 SEL/BQAD)
",NICE,False,2019.0,406532,A320
8442,F,1022,LFBO,EGLL,BAW3AK   ,Z,A320   ,Z  ,GMIDS    ,,240321,AA57083653,,,,,,,4008E6,,BAW3AK,IS ,A320/M,SDFGHIJ1RWXY/SB1 ,LFBO1025 ,N0415F340 LACOU DCT CHALA DCT CNA DCT MANAK UY110 REVTU UP87 ROXOG ,EGLL0123 EGSS ,"CODE/4008E6 DOF/240321 EET/LFFF0008 EGTT0107 NAV/RNVD1E2A1 RNP2 OPR/BAW ORGN/EGLLBAWH PER/C REG/GMIDS RMK/LAHSO NOT AUTHORISED DSP CTC +442085130455 EGLLBAWC LHRWYBA TCAS PAX FLT RVR/075 SEL/BECS SUR/TCAS TALT/LEBL)
",TOUL,False,1026.0,4008E6,A320
8452,F,1237,LFLL,EGLL,BAW40YL  ,Z,A319   ,Z  ,GEUOE    ,,240321,AA57086044,,,,,,,40093E,,BAW40YL,IS ,A319/M,SDE3FGIJ1KRWXY/LB1 ,LFLL1230 ,N0433F380 BUSIL DCT AMORO DCT MOMIL DCT BAGBI DCT SIZZA UM733 KOPOR UM976 ABNUR UT10 ALESO ,EGLL0104 EGSS ,"CODE/40093E DOF/240321 EET/LFFF0007 EGTT0052 NAV/RNVD1E2A1 RNP2 OPR/BAW ORGN/EGLLBAWH PER/C REG/GEUOE RMK/LAHSO NOT AUTHORISED DSP CTC +442085130455 EGLLBAWC LHRWYBA TCAS PAX FLT RVR/075 SEL/KMCG)
",LYON,False,1236.0,40093E,A319
8457,F,843,LFLL,EGLL,BAW42Y   ,Z,A320   ,Z  ,GEUUO    ,,240321,AA57077057,,,,,,,400A0E,,BAW42Y,IS ,A320/M,SDE3FGHIJ1KRWXY/SB1 ,LFLL0835 ,N0426F380 BUSIL DCT AMORO DCT MOMIL DCT BAGBI DCT SIZZA UM733 KOPOR UM976 ABNUR UT10 ALESO ,EGLL0107 EGSS ,"CODE/400A0E DOF/240321 EET/LFFF0007 EGTT0053 NAV/RNVD1E2A1 RNP2 OPR/BAW ORGN/EGLLBAWH PER/C REG/GEUUO RMK/LAHSO NOT AUTHORISED DSP CTC +442085130455 EGLLBAWC LHRWYBA TCAS PAX FLT RVR/075 SEL/BDEH)
",LYON,False,843.0,400A0E,A320
8495,F,540,FAOR,EGLL,BAW54    ,Z,B789   ,Z  ,GZBKJ    ,,240321,AA57077884,,,,,,,406F76,,BAW54,IS ,B789/H,SADE1E2E3FGHIJ1J3J4J5J6LM1M2OP2RWXYZ/LB1D1G1 ,FAOR2015 ,N0491F340 VASUR3A VASUR Z21 ITROL DCT ORKAN UG853 RUDAS UM731 NEREX/N0492F360 UM731 KAPNA/N0486F380 UM731 DIR UB730 IKTAV/N0484F380 UB730 DJA UA605 TARAT/N0475F380 UA605 RIMEL/N0468F400 UA605 CSO UM998 KAMER/N0467F400 DCT NAFOQ DCT SURJU DCT PADKO UN854 ETREK UM976 MOPEM DCT CACHI DCT AVLON UM976 BRY UM733 KOPOR UM976 ABNUR UT10 ALESO ,EGLL1032 EGSS ,"CODE/406F76 DAT/
",ALGR,True,514.0,406F76,B789
8504,F,309,FAOR,EGLL,BAW56    ,Z,A388   ,Z  ,GXLEF    ,,240321,AA57075599,,,,,,,406A05,,BAW56,IS ,A388/J,SDE1E2E3GHIJ3J4J5J6LM1M2OP2RWXYZ/LB1D1 ,FAOR1745 ,N0489F340 VASUR3A VASUR UZ21 ITROL UQ25 RUDAS UT941 IBRIT/N0493F360 UM998 GURUT/N0490F380 UM998 TOBUK/N0479F380 UM998 TIDOU/N0472F380 UM998 BOD UR978 CSO UM998 KAMER/N0461F380 DCT BALEN/N0451F360 DCT PADKO UN854 ETREK UM976 MOPEM DCT CACHI DCT AVLON UM976 KOPOR UY376 NITAR UT10 ALESO ,EGLL1031 EGKK ,"CODE/406A05 DAT/CPDLCX 1FANSP2PDC DOF/240320 EET/FBGR0021 FNAN0117 FZZA023
",ALGR,True,242.0,406A05,A388
8531,F,1446,LFSB,EGLL,BAW5KC   ,Z,A320   ,Z  ,GEUYW    ,,240321,AA57088492,,,,,,,406AE3,,BAW5KC,IS ,A320/M,SDE3FGIJ1KRWXY/SB1 ,LFSB1440 ,N0440F340 TORPA T10 ROBIR DCT REKLA DCT RLP UL613 KOTUN DCT ABNUR UT10 ALESO ,EGLL0100 EGSS ,"CODE/406AE3 DOF/240321 EET/LSAS0004 LFEE0005 LFFF0007 EGTT0048 NAV/RNVD1E2A1 RNP2 OPR/BAW ORGN/EGLLBAWH PER/C REG/GEUYW RMK/LAHSO NOT AUTHORISED DSP CTC +442085130455 EGLLBAWC LHRWYBA TCAS PAX FLT RVR/075 SEL/CQDK)
",BALE,False,1446.0,406AE3,A320
8541,F,251,HKJK,EGLL,BAW64M   ,Z,A35K   ,Z  ,GXWBM    ,,240321,AA57077997,,,,,,,407CD2,,BAW64M,IS ,A35K/H,SBDE1E2E3GHIJ1J3J4J5J6M1M2P2RWXYZ/LB1D1 ,HKJK2025 ,N0499F360 NAK2Z NAK UN556 GONGU DCT UVBAX DCT SIPKI UT325 BUN UG862 EMSUL/N0504F340 UG862 DIR UB730 IKTAV/N0496F340 UB730 DJA/N0491F360 UA605 TARAT/N0489F360 UA605 TILMA/N0484F380 UA605 CSO UM998 KAMER/N0478F380 DCT BALEN DCT PADKO DCT MOPEM DCT CACHI DCT AVLON UM976 BRY UM733 KOPOR UM976 ABNUR UT10 ALESO ,EGLL0836 EGSS ,"CODE/407CD2 DAT/1FANSE2PDC DOF/240320 EET/HUEC0031
",ALGR,True,335.0,407CD2,A35K
8549,F,1739,LFMN,EGLL,BAW70CE  ,Z,A21N   ,Z  ,GNEOP    ,,240321,AA57090968,,,,,,,407600,,BAW70CE,IS ,A21N/M,SDE3FGHIJ1LRWXYZ/SB1G1 ,LFMN1700 ,N0434F380 BADOD UZ12 BULOL UM733 IDAVO DCT BAGBI DCT SIZZA UM733 KOPOR UM976 ABNUR UT10 ALESO ,EGLL0127 EGSS ,"CODE/407600 DOF/240321 EET/LFFF0006 EGTT0116 NAV/RNVD1E2A1 RNP2 OPR/BAW ORGN/EGLLBAWH PER/C REG/GNEOP RMK/LAHSO NOT AUTHORISED DSP CTC +442085130455 EGLLBAWC LHRWYBA TCAS PAX FLT RVR/075 SEL/LRFG)
",NICE,False,1709.0,407600,A21N
8568,F,1027,LFSB,EGLL,BAW73B   ,Z,A319   ,Z  ,GDBCF    ,,240321,AA57083325,,,,,,,400B84,,BAW73B,IS ,A319/M,SDE2E3FGHIJ1RWXY/SB1 ,LFSB1010 ,N0418F340 TORPA T10 ROBIR DCT REKLA DCT RLP UL613 KOTUN DCT ABNUR UT10 ALESO ,EGLL0104 EGSS ,"CODE/400B84 DOF/240321 EET/LSAS0004 LFEE0005 LFFF0007 EGTT0051 NAV/RNVD1E2A1 RNP2 OPR/BAW ORGN/EGLLBAWH PER/C REG/GDBCF RMK/OLAHSO NOT AUTHORISED DSP CTC +442085130455 EGLLBAWC LHRWYBA TCAS PAX FLT RVR/075 SEL/QSCJ)
",BALE,False,1028.0,400B84,A319
8577,F,606,LFSB,EGLL,BAW751   ,Z,A319   ,Z  ,GEUPP    ,,240321,AA57074017,,,,,,,4008B1,,BAW751,IS ,A319/M,SDE3FGIJ1KRWXY/LB1 ,LFSB0545 ,N0413F340 TORPA T10 ROBIR DCT REKLA DCT RLP UL613 KOTUN DCT ABNUR UT10 ALESO ,EGLL0106 EGSS ,"CODE/4008B1 DOF/240321 EET/LSAS0004 LFEE0005 LFFF0006 EGTT0054 NAV/RNVD1E2A1 RNP2 OPR/BAW ORGN/EGLLBAWH PER/C REG/GEUPP RMK/LAHSO NOT AUTHORISED DSP CTC +442085130455 EGLLBAWC LHRWYBA TCAS PAX FLT RVR/075 SEL/EPGL)
",BALE,False,605.0,4008B1,A319
8582,F,1828,LFSB,EGLL,BAW76GF  ,Z,A319   ,Z  ,GEUPT    ,,240321,AA57092609,,,,,,,4008B4,,BAW76GF,IS ,A319/M,SDE3FGIJ1KRWXY/LB1 ,LFSB1810 ,N0416F340 TORPA T10 ROBIR DCT REKLA DCT RLP UL613 KOTUN DCT ABNUR UT10 ALESO ,EGLL0102 EGSS ,"CODE/4008B4 DOF/240321 EET/LSAS0004 LFEE0004 LFFF0007 EGTT0050 NAV/RNVD1E2A1 RNP2 OPR/BAW ORGN/EGLLBAWH PER/C REG/GEUPT RMK/LAHSO NOT AUTHORISED DSP CTC +442085130455 EGLLBAWC LHRWYBA TCAS PAX FLT RVR/075 SEL/FQGL)
",BALE,False,1829.0,4008B4,A319
8594,F,1226,DNAA,EGLL,BAW82    ,Z,B772   ,Z  ,GVIIE    ,,240321,AA57083913,,,,,,,4005BD,,BAW82,IS ,B772/H,SDE1E3FGHIJ3J5J6M1M2P2RWXYZ/LB1D1 ,DNAA0750 ,N0491F360 DCT ABC UT416 USNAV DCT OSLEK/N0489F370 DCT GITEP UT258 ERKEL/N0486F380 UR978 ATAFA/N0481F380 UR978 BOD UM508 IPDAK/N0474F380 UM508 TGU/N0470F400 UM508 FELJA/N0470F400 UM508 KAMER/N0469F400 DCT NAFOQ DCT SURJU DCT PADKO UN854 ETREK UM976 MOPEM DCT CACHI DCT AVLON UM976 BRY UM733 KOPOR UM976 ABNUR UT10 ALESO ,EGLL0547 EGSS ,"CODE/4005BD DAT/CPDLCX 1FANSP2PDC DOF/240321
",ALGR,True,1159.0,4005BD,B772
8599,F,1253,LFLS,ESSB,BBB30    ,Z,E55P   ,Z  ,OYBBF    ,,240321,AA57074627,,,,,,,458846,,BBB30,IN ,E55P/M,SBDFGRWXYZ/HB1 ,LFLS1230 ,N0436F400 DANBO UT133 BUSIL DCT AMORO DCT MOMIL DCT BAGBI DCT SIZZA UM733 KOPOR/N0436F410 UN874 VEKIN UN873 ADUTO N873 VICOT DCT SUSET DCT LUGUM DCT AMRAK DCT KULUD DCT NILEN DCT MIKNA N851 TRS ,ESSB0251 ESSA ESKN ,"CODE/458846 COM/SAT PHONE 881623408448 DOF/240321 EET/LFFF0018 EBBU0058 EHAA0105 EDWW0132 EKDK0151 ESAA0209 NAV/J1 OPR/BLACKBIRD AIR 0044125255303 ORGN/EKBICPUF REG/OYBBF RMK/IFPSRA CA
",LYON,False,1249.0,458846,E55P
8602,F,1408,LFBO,LFBT,BCO991   ,Z,A3ST   ,Z  ,FGSTF    ,,240321,AA57081821,,,,,,,394A65,,BCO991,IX ,A3ST/H,SBDFGHIM3RWYZ/LB1 ,LFBO1400 ,N0350F130 LACOU A34 AGN G17 LMB DCT ,LFBT0032 LFBP ,"CODE/394A63 DAT/CPDLCX DOF/240321 IFP/MODESASP NAV/SBAS OPR/BCO ORGN/TLSFO7X REG/FGSTF RMK/TRAINING CONTACT +33582055268 SEL/EMDQ)
",TOUL,False,1411.0,394A65,A3ST
8603,F,1617,LFBT,LFBF,BCO991   ,Z,A3ST   ,Z  ,FGSTF    ,,240321,AA57094090,,,,,,,394A65,,BCO991,IX ,A3ST/H,SBDFGHIM3RWYZ/LB1 ,LFBT1600 ,N0349F140 LMB ,LFBF0022 LFBO ,"CODE/394A63 DAT/CPDLCX DOF/240321 IFP/MODESASP NAV/SBAS OPR/BCO ORGN/TLSFO7X REG/FGSTF RMK/TRAINING CONTACT +33582055268 SEL/EMDQ)
",PYRN,False,1411.0,394A65,A3ST
8605,F,2051,DNMM,EBBR,BCS082   ,Z,A306   ,Z  ,DAEAH    ,,240321,AA57097592,,,,,,,3C5428,,BCS082,IS ,A306/H,SDE1FGHIRWXYZ/HB1 ,DNMM1415 ,N0474F290 DCT LAG UB731 KIGRA/N0472F290 UY333 MIGNI UY212 EREBO/N0467F300 UA604 TMS UA615 TIFOU/N0452F300 UA615 GHA/N0448F310 UB726 BSA/N0448F320 UN736 DOLIS/N0449F320 DCT LUNOR DCT SURJU DCT PADKO UN854 MRM/N0450F340 UN854 ETREK UM976 MOPEM DCT CACHI DCT AVLON UM976 KOPOR UN874 CMB UZ373 ARVOL ,EBBR0614 EBLG ,"CODE/3C5428 COM/CALLSIGN POSTMAN DAT/CPDLCX DOF/240321 EET/DRRR0100 DAAA0149 LFFF04
",ALGR,True,1912.0,3C5428,A306
8608,F,1933,LFML,LIPE,BCS1683  ,Z,B752   ,Z  ,OELNO    ,,240321,AA57102934,,,,,,,440BC9,,BCS1683,IS ,B752/M,SDE1FGHILORVWXYZ/LB1 ,LFML1925 ,N0360F290 NASIK P856 RAPED/N0374F300 DCT PIGOS DCT EKSID DCT NOSTA DCT NOPMU DCT GEN/N0356F290 DCT KALMO Y239 NIGSO ,LIPE0049 LIMC ,"CODE/440BC9 COM/CALLSIGN POSTMAN DAT/CPDLCX DOF/240321 EET/LFFF0005 LIMM0021 IFP/MODESASP NAV/RNP2 OPR/DHA ORGN/LOWWDHAX PER/C REG/OELNO RMK/TCAS OPS CONTACT + 43 664 8800 4740 CARGO FLIGHT RVR/075 SEL/BFQS)
",MARS,False,1938.0,440BC9,B752
8611,F,2246,LFPG,EDDK,BCS1843  ,Z,B734   ,Z  ,ECMEY    ,,240321,AA57107563,,,,,,,344649,,BCS1843,IS ,B734/M,SDFGHIRWYZ/LB1 ,LFPG2220 ,N0426F220 RANUX/N0429F230 UN858 VALEK UM163 DIK N853 ARCKY T853 IBESA T860 ERUKI T856 DEPOK DEPOK1V ,EDDK0100 EDDP ,"DAT/CPDLCX DOF/240321 EET/EBBU0029 EDGG0034 EBBU0035 EDGG0038 OPR/SWT ORGN/EKBICPUF REG/ECMEY RVR/175)
",CDG,False,2246.0,344649,B734
8612,F,542,LFLL,LFBO,BCS1928  ,Z,B752   ,Z  ,DALER    ,,240321,AA57079669,,,,,,,3C70B2,,BCS1928,IS ,B752/M,SDE1FGHILRWXYZ/LB1 ,LFLL0535 ,N0355F190 MURRO G5 GAI DCT ,LFBO0035 LFPG LFLL ,"CODE/3C70B2 COM/CALLSIGN POSTMAN DAT/CPDLCX DOF/240321 EET/LFBB0022 IFP/MODESASP NAV/RNP2 OPR/BCS ORGN/EDDPEATA PER/C REG/DALER RMK/TCAS CARGO OPS CONTACT 4934144991818 RVR/075 SEL/BMCH)
",LYON,False,543.0,3C70B2,B752
8615,F,2142,LFSB,EDDP,BCS20D   ,Z,A306   ,Z  ,DAEAM    ,,240321,AA57102704,,,,,,,3C542D,,BCS20D,IS ,A306/H,SDE1FGHIRWXYZ/HB1 ,LFSB2130 ,N0419F260 ELBEG Y715 HEUSE N851 TEDGO/N0427F270 DCT IBAGA T435 PIBAD T954 GOXLI GOXLI1V ,EDDP0055 EDDV ,"CODE/3C542D COM/CALLSIGN POSTMAN DAT/CPDLCX DOF/240321 EET/EDGG0002 EDUU0009 EDMM0048 IFP/MODESASP NAV/RNP2 OPR/BCS ORGN/EDDPEATA PER/C REG/DAEAM RMK/TCAS CARGO OPS CONTACT 4934144991818 RVR/550 SEL/JPDQ)
",BALE,False,2144.0,3C542D,A306
8618,F,2249,LFPG,EBBR,BCS21Q   ,Z,B734   ,Z  ,LZCGW    ,,240321,AA57103092,,,,,,,452084,,BCS21Q,IN ,B734/M,SABDFGHIRWXYZ/EB1 ,LFPG2225 ,N0419F230 NURMO UN874 CMB UZ373 ARVOL ,EBBR0031 EDDK EDFH ,"DAT/CPDLCX DOF/240321 EET/EBUR0018 IFP/MODESASP OPR/CGF ORGN/KDENXLDC REG/LZCGW RMK/TCAS EQUIPPED RVR/200 TALT/EBLG)
",CDG,False,2248.0,452084,B734
8623,F,2302,LFPG,EGGW,BCS2582  ,Z,B752   ,Z  ,OELNW    ,,240321,AA57105398,,,,,,,440BCD,,BCS2582,IS ,B752/M,SDE1FGHILORWXYZ/LB1 ,LFPG2245 ,N0371F240 OPALE UT421 KUNAV Y8 BANVA M733 UNDUG ,EGGW0054 EGNX ,"CODE/440BCD COM/CALLSIGN POSTMAN DAT/CPDLCX DOF/240321 EET/EGTT0020 NAV/RNP2 OPR/DHA ORGN/LOWWDHAX PER/C REG/OELNW RMK/TCAS OPS CONTACT + 43 664 8800 4740 CARGO FLIGHT RVR/075 SEL/BHLS)
",CDG,False,2302.0,440BCD,B752
8626,F,2026,LFBD,LFPG,BCS32B   ,Z,B734   ,Z  ,LZCGW    ,,240321,AA57102811,,,,,,,452084,,BCS32B,IN ,B734/M,SABDFGHIRWXYZ/EB1 ,LFBD2015 ,N0437F300 CNA DCT POI DCT PEPAX UT182 NIMER/N0436F280 UT182 KEPER ,LFPG0055 EBBR LFLL ,"DAT/CPDLCX DOF/240321 IFP/MODESASP OPR/CGF ORGN/KDENXLDC REG/LZCGW RMK/TCAS EQUIPPED RVR/200 TALT/LFBO)
",MERI,False,2028.0,452084,B734
8636,F,2121,LFRS,EDDP,BCS43A   ,Z,A321   ,Z  ,9HCGD    ,,240321,AA57084717,,,,,,,4D23CC,,BCS43A,IS ,A321/M,SDFGHIRWXYZ/LB1 ,LFRS2110 ,N0453F320 ANG UL976 OBATO UM163 TSU UN858 RANUX/N0451F330 UN858 LIMGO DCT MASEK DCT FEDZA T957 KOJEC KOJEC1V ,EDDP0144 EDDK ,"CODE/4D23CC DAT/CPDLCX DOF/240321 EET/LFFF0014 EBBU0052 EDGG0055 EDMM0121 IFP/MODESASP NAV/RNP2 OPR/LYX ORGN/EKBICPUF REG/9HCGD RMK/SCHEDULED CARGO FLT CTC 0037167207911 TCAS EQUIPPED RVR/175 SEL/FKMQ)
",NANT,False,2123.0,4D23CC,
8642,F,2252,LFPG,EDDP,BCS48B   ,Z,B763   ,Z  ,OELYC    ,,240321,AA57105238,,,,,,,440059,,BCS48B,IS ,B763/H,SDE1FGHILORVWXYZ/LB1 ,LFPG2215 ,N0444F360 RANUX UN858 VALEK/N0442F370 UN858 LIMGO DCT MASEK DCT FEDZA T957 KOJEC KOJEC1V ,EDDP0108 EDDV ,"CODE/404059 COM/CALLSIGN POSTMAN DAT/CPDLCX DOF/240321 EET/EBUR0023 EDUU0026 EDMM0057 IFP/MODESASP NAV/RNP2 OPR/DHA ORGN/LOWWDHAX PER/D REG/OELYC RMK/TCAS OPS CONTACT + 43 664 8800 4740 CARGO FLIGHT RVR/075 SEL/JREF SUR/RSP180)
",CDG,False,2252.0,440059,B763
8647,F,2312,LFPG,EDDP,BCS58L   ,Z,B752   ,Z  ,OELNA    ,,240321,AA57105341,,,,,,,440BBE,,BCS58L,IS ,B752/M,SDE1FGHILORVWXYZ/LB1 ,LFPG2245 ,N0435F380 RANUX UN858 LIPNI/N0435F390 UN858 LIMGO DCT MASEK DCT FEDZA T957 ESEGU/N0398F310 T957 KOJEC KOJEC1V ,EDDP0109 EDDV ,"CODE/440BBE COM/CALLSIGN POSTMAN DAT/CPDLCX DOF/240321 EET/EBUR0023 EDUU0026 EDMM0059 IFP/MODESASP NAV/RNP2 OPR/DHA ORGN/LOWWDHAX PER/C REG/OELNA RMK/TCAS OPS CONTACT + 43 664 8800 4740 CARGO FLIGHT RVR/075 SEL/ASJL)
",CDG,False,2312.0,440BBE,B752
8648,F,2141,LFLL,EDDP,BCS59X   ,Z,A306   ,Z  ,DAZMK    ,,240321,AA57103015,,,,,,,3C1BAB,,BCS59X,IS ,A306/H,SDGHIRWXYZ/HB1 ,LFLL2135 ,N0401F230 RISOR UT47 GEMLA/N0452F340 DCT GODRA DCT LOKTA DCT ETAGO DCT IBAGA/N0450F330 T435 PIBAD/N0443F310 T954 GOXLI GOXLI1V ,EDDP0120 EDDV ,"CODE/3C1BAB COM/CALLSIGN POSTMAN DAT/CPDLCX DOF/240321 EET/LFFF0007 LSAS0016 EDUU0037 EDMM0113 IFP/MODESASP NAV/RNP2 OPR/BCS ORGN/EDDPEATA PER/C REG/DAZMK RMK/TCAS CONTACT 0049 341 4499 1818 RVR/075 SEL/HLCD)
",LYON,False,2144.0,3C1BAB,A306
8649,F,2052,LFBO,EBBR,BCS5AY   ,Z,B752   ,Z  ,DALER    ,,240321,AA57101851,,,,,,,3C70B2,,BCS5AY,IS ,B752/M,SDE1FGHILRWXYZ/LB1 ,LFBO2040 ,N0418F340 FISTO DCT PERIG DCT ADABI DCT BOKNO UN858 VANAD UN874 BAMES UT191 PODEM UN873 VEKIN UZ173 ARVOL ,EBBR0119 EDDK ,"CODE/3C70B2 COM/CALLSIGN POSTMAN DAT/CPDLCX DOF/240321 EET/LFFF0006 EBUR0108 EBBU0109 IFP/MODESASP NAV/RNP2 OPR/BCS ORGN/EDDPEATA PER/C REG/DALER RMK/TCAS CARGO OPS CONTACT 4934144991818 RVR/075 SEL/BMCH)
",TOUL,False,2054.0,3C70B2,B752
8650,F,2154,LFSB,EBBR,BCS64X   ,Z,B738   ,Z  ,EIFNW    ,,240321,AA57107079,,,,,,,4CA6D6,,BCS64X,IN ,B738/M,SDFHIRWYZ/H ,LFSB2140 ,N0329F160 TORPA V40 LUL R112 OBORN V17 GTQ N852 SUTAL/N0326F160 N852 LNO ,EBBR0116 EDDK ,"DAT/CPDLCX DOF/240321 EET/LSAS0006 LFEE0007 EDGG0040 EBBU0040 IFP/MODESASP OPR/ABR ORGN/RSYFP5O REG/EIFNW RMK/CONTACT 0035318121928 CARGO ONLY RVR/200 SEL/LPKS TALT/LSGG)
",BALE,False,2155.0,4CA6D6,B738
8656,F,2208,LFSB,EDDP,BCS6RN   ,Z,B752   ,Z  ,OELNX    ,,240321,AA57105201,,,,,,,440BCE,,BCS6RN,IS ,B752/M,SDE1FGHILORVWXYZ/LB1 ,LFSB2150 ,N0379F240 ELBEG Y715 TITIX/N0390F260 Y715 HEUSE/N0413F300 N851 TEDGO/N0417F310 DCT IBAGA T435 PIBAD T954 GOXLI GOXLI1V ,EDDP0100 EDDV ,"CODE/440BCE COM/CALLSIGN POSTMAN DAT/CPDLCX DOF/240321 EET/EDGG0002 EDUU0009 EDMM0050 IFP/MODESASP NAV/RNP2 OPR/DHA ORGN/LOWWDHAX PER/C REG/OELNX RMK/TCAS OPS CONTACT + 43 664 8800 4740 CARGO FLIGHT RVR/075 SEL/BGJS)
",BALE,False,2208.0,440BCE,B752
8662,F,204,LFPG,LIMC,BCS7332  ,Z,B738   ,Z  ,LZCGE    ,,240321,AA57072817,,,,,,,45214B,,BCS7332,IN ,B738/M,SDFGHIJ1RWXY/EB1 ,LFPG0145 ,N0429F310 LANVI DCT DEVDI DCT BASGO/N0367F190 Z424 RIXUV ,LIMC0108 LIRP LIME ,"CODE/452130 DOF/240321 EET/EDUU0034 LSAS0035 LIMM0046 LSAS0047 LIMM0047 IFP/MODESASP OPR/CGF ORGN/KDENXLDC REG/LZCGE RMK/TCAS EQUIPPED RVR/200 TALT/LFLL)
",CDG,False,204.0,45214B,B738
8676,F,535,LFPG,GMMN,BCS938   ,Z,B752   ,Z  ,OELNA    ,,240321,AA57086335,,,,,,,440BBE,,BCS938,IS ,B752/M,SDE1FGHILORVWXYZ/LB1 ,LFPG0520 ,N0438F370 AGOPA DCT ARKIP DCT ARMAL/N0442F390 DCT ARTAX DCT BEBIX DCT LMG DCT UVELI DCT OSMOB DCT VAVIX DCT NETUK DCT PPN DCT NOLSA DCT ALEPO DCT VASUM DCT GARVU DCT BANEV DCT BAN DCT PINAR DCT CJN DCT INTAX DCT NASOS DCT ANZAN DCT BLN DCT MGA DCT PIMOS DCT GALTO UB11 TUSOR ,GMMN0240 GMAD ,"CODE/440BBE COM/CALLSIGN POSTMAN DAT/CPDLCX DOF/240321 EET/LECM0057 GMMM0208 NAV/RNP2 OPR/DHA ORGN/LO
",CDG,False,535.0,440BBE,B752
8680,F,2104,LFPG,EDDP,BCS9GE   ,Z,B752   ,Z  ,OELNI    ,,240321,AA57104159,,,,,,,440BC5,,BCS9GE,IS ,B752/M,SDE1FGHILORVWXYZ/LB1 ,LFPG2040 ,N0434F380 RANUX UN858 VALEK/N0436F390 UM163 DIK N853 ARCKY T853 IBESA DCT WRB DCT NORTA DCT ADMOS T959 KOJEC KOJEC1V ,EDDP0114 EDDV ,"CODE/440BC5 COM/CALLSIGN POSTMAN DAT/CPDLCX DOF/240321 EET/EBUR0023 EDUU0028 EBUR0029 EDVV0032 EDUU0101 EDMM0105 IFP/MODESASP NAV/RNP2 OPR/DHA ORGN/LOWWDHAX PER/C REG/OELNI RMK/TCAS OPS CONTACT + 43 664 8800 4740 CARGO FLIGHT RVR/075 SEL/BFPS)
",CDG,False,2103.0,440BC5,B752
