Sequence number,Code,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Flight identification,Main Exemption code,Type of aircraft,Operator,Aircraft Registration,Comment1,Flight date,IFPLID,Planned_aerodrome,Charging_zone_overflow,Entry_point,Exit_point,Sup_exemption_code,Source of the Aircraft Address,24-bit Aircraft Address,Comment2,case7,case8,case9,case10,case13,case15,case16,case18,ccrArrival,front_alg_fr,premier_plot_fr,modes_fr,Type_Avion_Survol
22495,F,1052,LFML,LTFM,THY8XT   ,Z,A321   ,Z  ,TCJSL    ,,240322,AA57124120,,,,,,,      ,,nan,nan,nan,nan,nan,nan,nan,nan,NICE,False,1005.0,4BB273,A21N
22506,F,1559,LFPB,LIML,TJD403   ,Z,BE40   ,Z  ,ITOPF    ,,240322,AA57132539,,,,,,,3007A6,,TJD403,IN ,BE40/M,SDFGRWYZ/LB1 ,LFPB1500 ,N0447F310 LANVI DCT DEVDI DCT ODINA ,LIML0053 LIMC ,"CODE/3007A6 DAT/CPDLCX DOF/240322 EET/EDUU0030 EDGG0030 LSAS0031 LIMM0041 LSAS0042 LIMM0044 IFP/MODESASP OPR/ALISERIO ORGN/KESNXAAM PER/B REG/ITOPF RMK/IFPS RTE AMDT ACPT LVTO 150 OCC PHONE NBR 00390258095808 CALLSIGN ALISERIO PHONE 00390270200831 NONRNP10 RVR/550 SUR/260A)
",CDG,False,910.0,3007A6,BE40
22508,F,1500,LFMA,LFML,TJT098K  ,Z,B190   ,Z  ,FGOPE    ,,240322,AA57129998,,,,,,,      ,,TJT098K,IX ,B190/M,SDFGRY/S ,LFMA1500 ,N0280F180 LACAZ ,LFML0030 LFMA LFMV ,"DOF/240322 IFP/MODESASP NAV/ABAS OPR/TJT ORGN/KBLIHAEX REG/FGOPE RMK/TEL +33 442 901 841 FERRY FLIGHT RVR/550 SUR/EUEHSX EUADSBX)
",MARS,,nan,nan,
22509,F,717,LFML,LFBO,TJT1511  ,Z,B190   ,Z  ,FHAPE    ,,240322,AA57106586,,,,,,,3981E4,,TJT1511,IS ,B190/M,SDFGRY/E ,LFML0630 ,N0280F190 MTG Y25 FJR G393 AFRIC ,LFBO0100 LFBT LFBP ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FHAPE RVR/550 SUR/EUEHSX)
",MARS,False,644.0,394EA2,B190
22510,F,811,LFBO,LFML,TJT1512  ,Z,B190   ,Z  ,FGLNH    ,,240322,AA57108078,,,,,,,392DA7,,TJT1512,IS ,B190/M,SDFGRY/E ,LFBO0755 ,N0280F190 FINOT G393 FJR ,LFML0100 LFMV LFMT ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/ITI ORGN/MRSOPT7 REG/FGLNH RVR/550 SUR/EUEHSX)
",TOUL,False,812.0,394EA2,B190
22511,F,1338,LFML,LFBO,TJT1515  ,Z,B190   ,Z  ,FGTKJ    ,,240322,AA57129941,,,,,,,394D49,,TJT1515,IS ,B190/M,SDFGRY/E ,LFML1300 ,N0280F190 MTG Y25 FJR G393 AFRIC ,LFBO0100 LFBT LFBP ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FGTKJ RVR/550 SUR/EUEHSX)
",MARS,False,1301.0,3981E4,B190
22512,F,1441,LFBO,LFML,TJT1516  ,Z,B190   ,Z  ,FHAPE    ,,240322,AA57129942,,,,,,,3981E4,,TJT1516,IS ,B190/M,SDFGRY/E ,LFBO1425 ,N0280F190 FINOT G393 FJR ,LFML0100 LFMV LFMT ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FGTKJ RVR/550 SUR/EUEHSX)
",TOUL,False,1427.0,3981E4,B190
22513,F,1706,LFML,LFBO,TJT1517  ,Z,B190   ,Z  ,FHAPE    ,,240322,AA57129943,,,,,,,3981E4,,TJT1517,IS ,B190/M,SDFGRY/E ,LFML1630 ,N0280F190 MTG Y25 FJR G393 AFRIC ,LFBO0100 LFBT LFBP ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FHAPE RVR/550 SUR/EUEHSX)
",MARS,False,1637.0,392DA4,B190
22514,F,1757,LFBO,LFML,TJT1518  ,Z,B190   ,Z  ,FHAPE    ,,240322,AA57129944,,,,,,,3981E4,,TJT1518,IS ,B190/M,SDFGRY/E ,LFBO1755 ,N0280F190 FINOT G393 FJR ,LFML0100 LFMV LFMT ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FHAPE RVR/550 SUR/EUEHSX)
",TOUL,False,1804.0,392DA4,B190
22515,F,1629,LFBO,LFML,TJT15EG  ,Z,B190   ,Z  ,FGTKJ    ,,240322,AA57129940,,,,,,,394D49,,TJT15EG,IS ,B190/M,SDFGRY/E ,LFBO1630 ,N0280F190 FINOT G393 FJR ,LFML0100 LFMV LFMT ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FGTKJ RVR/550 SUR/EUEHSX)
",TOUL,False,1642.0,392DA7,B190
22516,F,1830,LFML,LFBO,TJT15ST  ,Z,B190   ,Z  ,FGTKJ    ,,240322,AA57129945,,,,,,,394D49,,TJT15ST,IS ,B190/M,SDFGRY/E ,LFML1755 ,N0280F190 MTG Y25 FJR G393 AFRIC ,LFBO0100 LFBT LFBP ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FGTKJ RVR/550 SUR/EUEHSX)
",MARS,False,1807.0,392DA7,B190
22517,F,1931,LFJL,LFBO,TJT35LX  ,Z,B190   ,Z  ,FGLND    ,,240322,AA57128882,,,,,,,392DA3,,TJT35LX,IS ,B190/M,SDFGRY/E ,LFJL1855 ,N0279F190 MONCE G21 MOU A27 CFA V12 NASEP Z869 NARAK ,LFBO0140 LFBT LFBP ,"DOF/240322 IFP/MODESASP NAV/ABAS OPR/TJT ORGN/MRSOPT7 REG/FGLND RVR/550 SUR/EUEHSX)
",STBG,False,638.0,392DA7,B190
22518,F,1657,LFBO,LFJL,TJT36SQ  ,Z,B190   ,Z  ,FGLND    ,,240322,AA57128881,,,,,,,392DA3,,TJT36SQ,IS ,B190/M,SDFGRY/E ,LFBO1645 ,N0280F190 FINOT G36 GAI V12 CFA A27 MOU G21 MONCE ,LFJL0143 ELLX LFST ,"DOF/240322 IFP/MODESASP NAV/ABAS OPR/TJT ORGN/MRSOPT7 REG/FGLND RVR/550 SUR/EUEHSX)
",TOUL,False,1651.0,392DA3,B190
22519,F,622,LFBO,LFRN,TJT37DR  ,Z,B190   ,Z  ,FGLND    ,,240322,AA57106584,,,,,,,392DA3,,TJT37DR,IS ,B190/M,SDFGRY/E ,LFBO0600 ,N0280F240 LACOU DCT CHALA DCT CNA DCT MANAK UY110 TIRAV UT501 USODA T501 OGLOT ,LFRN0130 LFRD LFRS ,"DOF/240322 IFP/MODESASP NAV/ABAS OPR/TJT ORGN/MRSOPT7 REG/FGLND RVR/550 SUR/EUEHSX)
",TOUL,False,601.0,392DA3,B190
22520,F,814,LFRN,LFBO,TJT37WP  ,Z,B190   ,Z  ,FGLND    ,,240322,AA57106585,,,,,,,392DA3,,TJT37WP,IS ,B190/M,SDFGRY/E ,LFRN0800 ,N0280F240 GODAN UN862 TERPO UM616 TUPAR DCT CNA DCT UVELI DCT SECHE ,LFBO0130 LFBP ,"DOF/240322 IFP/MODESASP NAV/ABAS OPR/TJT ORGN/MRSOPT7 REG/FGLND RVR/550 SUR/EUEHSX)
",RENN,False,757.0,392DA3,B190
22521,F,1724,LFLL,LIMC,TJT57AL  ,Z,B190   ,Z  ,FGLNK    ,,240322,AA57128893,,,,,,,392DAA,,TJT57AL,IS ,B190/M,SDFGRY/E ,LFLL1725 ,N0280F230 GEMLA DCT VANAS DCT MEDAM/N0280F190 DCT NITAM M730 TOP M135 ASTIG ,LIMC0100 LIML LIMF ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FGLNK RVR/550 SUR/EUEHSX)
",LYON,False,1729.0,39CD33,B190
22523,F,1248,LFLL,LIPE,TJT6615  ,Z,B190   ,Z  ,FGLNK    ,,240322,AA57128885,,,,,,,392DAA,,TJT6615,IS ,B190/M,SDFGRY/E ,LFLL1245 ,N0280F240 GEMLA DCT VANAS DCT MEDAM DCT NITAM DCT MOGBO DCT TOP DCT TESTO DCT ELBUK Z963 RIPDU ,LIPE0130 LIMP LIRQ ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FGLNK RVR/550 SUR/EUEHSX)
",LYON,False,1250.0,39CD33,B190
22525,F,1114,LFLL,LFBP,TJT73JD  ,Z,B190   ,Z  ,FGRYL    ,,240322,AA57126273,,,,,,,39470B,,TJT73JD,IS ,B190/M,SDFGRY/S ,LFLL1100 ,N0280F190 VEROT G5 TOU ,LFBP0125 LFBT LFBZ ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FGRYL RVR/550 SUR/EUEHSX EUADSBX)
",LYON,False,1101.0,39470B,B190
22526,F,1317,LFBP,LFLL,TJT74NL  ,Z,B190   ,Z  ,FGRYL    ,,240322,AA57126274,,,,,,,39470B,,TJT74NL,IS ,B190/M,SDFGRY/S ,LFBP1300 ,N0280F240 USAKU DCT TOU DCT GAI DCT MEN DCT NINUN UN871 MEZIN ,LFLL0125 LFLY LFLS ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FGRYL RVR/550 SUR/EUEHSX EUADSBX)
",PYRN,False,1305.0,39470B,B190
22527,F,1533,LFLL,LFBP,TJT77JD  ,Z,B190   ,Z  ,FGRYL    ,,240322,AA57126275,,,,,,,39470B,,TJT77JD,IS ,B190/M,SDFGRY/S ,LFLL1530 ,N0280F190 VEROT G5 TOU ,LFBP0125 LFBT LFBZ ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FGRYL RVR/550 SUR/EUEHSX EUADSBX)
",LYON,False,1530.0,39470B,B190
22528,F,1559,LFLL,LFBP,TJT77JD  ,Z,B190   ,Z  ,         ,,240322,AA57126275,,,,,,,39470B,,nan,nan,nan,nan,nan,nan,nan,nan,BORD,False,1530.0,39470B,B190
22529,F,1631,LFLL,LFBP,TJT77JD  ,Z,B190   ,Z  ,FGRYL    ,,240322,AA57126275,,,,,,,39470B,,nan,nan,nan,nan,nan,nan,nan,nan,AIX,False,1530.0,39470B,B190
22530,F,1742,LFBP,LFLL,TJT78NL  ,Z,B190   ,Z  ,FGRYL    ,,240322,AA57126276,,,,,,,39470B,,TJT78NL,IS ,B190/M,SDFGRY/S ,LFBP1720 ,N0280F240 USAKU DCT TOU DCT GAI DCT MEN DCT NINUN UN871 MEZIN ,LFLL0125 LFLY LFLS ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FGRYL RVR/550 SUR/EUEHSX EUADSBX)
",PYRN,False,1713.0,39470B,B190
22531,F,1608,LFHP,LFPO,TJT87MK  ,Z,B190   ,Z  ,FGUPE    ,,240322,AA57128895,,,,,,,3951E4,,TJT87MK,IS ,B190/M,SDFGRY/S ,LFHP1600 ,N0280F190 LERGA T48 CFA A27 MOU ,LFPO0110 LFPB LFPG ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FGUPE RVR/550 SUR/EUEHSX EUADSBX)
",LYON,False,1554.0,3951E4,B190
22532,F,1802,LFPO,LFHP,TJT88XP  ,Z,B190   ,Z  ,FGUPE    ,,240322,AA57128896,,,,,,,3951E4,,TJT88XP,IS ,B190/M,SDFGRY/S ,LFPO1750 ,N0280F210 LATRA DCT LAMUT DCT UTUVA DCT LERGA DCT ,LFHP0110 LFLL LFLC ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FGUPE RVR/550 SUR/EUEHSX EUADSBX)
",ORL,False,1746.0,3951E4,B190
22533,F,1721,LFML,LIMC,TJT95SZ  ,Z,B190   ,Z  ,FHTJT    ,,240322,AA57128897,,,,,,,39CD33,,TJT95SZ,IS ,B190/M,SDFGRY/E ,LFML1710 ,N0280F190 NASIK P856 RAPED Y15 ANAKI P860 DEVOX ,LIMC0110 LIML LIMF ,"DOF/240322 IFP/MODESASP NAV/SBAS OPR/TJT ORGN/MRSOPT7 REG/FHTJT RVR/550 SUR/EUEHSX)
",MARS,False,1731.0,392DAA,B190
22544,F,1131,DTNH,EGKK,TOM28A   ,Z,B738   ,Z  ,GTUKF    ,,240322,AA57112960,,,,,,,4079A9,,TOM28A,IS ,B738/M,SDFGHIJ1RWXYZ/LB1 ,DTNH1030 ,N0437F360 LOBNA1C LOBNA UL874 DIMAO UG6 SALMA DCT BAVON/N0438F380 DCT OLNUL DCT PADKO UN854 ETREK UM976 MOPEM DCT CACHI DCT AVLON UM976 KOPOR UM733 PIREG UT421 KUNAV ,EGKK0246 EGLL ,"CODE/4079A9 DOF/240322 EET/DAAA0019 DTTC0019 DAAA0020 LFFF0045 NAV/RNP2 OPR/TOM REG/GTUKF RMK/TOCC PHONE 0044 203 4512874 TCAS EQUIPPED EGKK RNP1 APPROACH TRANSITION TRIAL CALLSIGN TOMJET FLTNBR TOM859 TUNISIA DGA
",ALGR,,nan,nan,
22558,F,1148,DTNH,EGBB,TOM469   ,Z,B738   ,Z  ,GTAWH    ,,240322,AA57112175,,,,,,,4066CF,,TOM469,IS ,B738/M,SDFGHIJ1RWXYZ/LB1 ,DTNH1000 ,N0436F360 LOBNA1C LOBNA UL874 DIMAO UG6 SALMA/N0438F380 DCT NOLVI DCT SURJU DCT PADKO UN854 ETREK UM976 MOPEM DCT CACHI DCT AVLON UM976 ABNUR UT10 ALESO T420 HEMEL ,EGBB0308 EGNX ,"CODE/4066CF DOF/240322 EET/DAAA0019 DTTC0019 DAAA0020 LFFF0045 NAV/RNP2 OPR/TOM REG/GTAWH RMK/TOCC PHONE 0044 203 4512874 TCAS EQUIPPED CALLSIGN TOMJET FLTNBR TOM469 TUNISIA DGAC 23 076CH 10 RVR/75 SEL/DRBM SUR/A2)
",ALGR,,nan,nan,
22561,F,2117,DTNH,EGCC,TOM529   ,Z,B738   ,Z  ,GFDZY    ,,240322,AA57124887,,,,,,,40660C,,TOM529,IS ,B738/M,SDFGHIJ1RWXYZ/LB1 ,DTNH1915 ,N0434F360 LOBNA1D LOBNA UL874 DIMAO UG6 SALMA DCT BAVON/N0434F380 DCT OLNUL DCT PADKO UN854 ETREK UM976 MOPEM DCT CACHI DCT AVLON UM976 KOPOR UY376 VESAN UL613 SOVAT L613 SANDY UN57 WELIN T420 ELVOS ,EGCC0303 EGNX ,"CODE/40660C DOF/240322 EET/DAAA0017 DTTC0018 DAAA0019 LFFF0042 NAV/RNP2 OPR/TOM REG/GFDZY RMK/TOCC PHONE 0044 203 4512874 TCAS EQUIPPED EGKK RNP1 APPROACH TRANSITION TRIAL CALLSIGN
",ALGR,,nan,nan,
22584,F,1209,DTNH,EGNT,TOM8BM   ,Z,B738   ,Z  ,GFDZY    ,,240322,AA57112572,,,,,,,40660C,,TOM8BM,IS ,B738/M,SDFGHIJ1RWXYZ/LB1 ,DTNH1015 ,N0440F360 LOBNA1C LOBNA UL874 DIMAO UG6 SALMA DCT BAVON DCT OLNUL DCT PADKO UN854 ETREK UM976 MOPEM DCT CACHI DCT AVLON UM976 KOPOR UY376 VESAN UL613 SOVAT L613 BETAX/N0365F260 L613 MAMUL UY250 RIMTO ,EGNT0321 EGCC ,"CODE/40660C DOF/240322 EET/DAAA0019 DTTC0019 DAAA0021 LFFF0045 EGPX0316 NAV/RNP2 OPR/TOM REG/GFDZY RMK/TOCC PHONE 0044 203 4512874 TCAS EQUIPPED EGKK RNP1 APPROACH TRANSITION TRIA
",ALGR,,nan,nan,
22615,F,1837,LFMN,EHEH,TRA22W   ,Z,B738   ,Z  ,PHHBM    ,,240322,AA57122497,,,,,,,4854CD,,TRA22W,IS ,B738/M,SDE2E3FGHIJ1RWXY/LB1 ,LFMN1750 ,N0435F400 BADOD UZ12 BULOL UM733 IDAVO DCT BAGBI DCT SIZZA UM733 KOPOR UN874 EGOZE/N0432F380 UN874 NURMO/N0421F360 UN874 VEKIN UN873 ADUTO N873 FERDI Y18 DENUT ,EHEH0126 EHRD ,"CODE/4854CD DOF/240322 EET/LFFF0007 EBUR0108 EHAA0115 IFP/MODESASP OPR/TRA ORGN/EHAMTRAK PER/C REG/PHHBM RMK/TCAS ACFT CERTIFIED NOISE STAGE 4 OCC CONTACT 0031206046288 RVR/175 SEL/LMBH SUR/260B)
",NICE,,nan,nan,
22621,F,1944,LFBD,EHEH,TRA28C   ,Z,B738   ,Z  ,PHHBN    ,,240322,AA57138860,,,,,,,4854CF,,TRA28C,IS ,B738/M,SDE2E3FGHIJ1RWXY/LB1 ,LFBD1926 ,N0395F360 CNA DCT ADABI DCT BOKNO UN858 VANAD UN874 VEKIN UN873 ADUTO N873 FERDI Y18 DENUT ,EHEH0109 EBBR ,"CODE/4854CF DOF/240322 EET/LFFF0005 EBUR0053 EHAA0059 IFP/MODESASP OPR/TRA ORGN/SPLOCHV PER/C REG/PHHBN RMK/TCAS ACFT CERTIFIED NOISE STAGE 4 OCC CONTACT 0031206046288 RVR/175 SEL/GQBH SUR/260B)
",MERI,,nan,nan,
22648,F,2228,LFMN,EHAM,TRA5584  ,Z,B738   ,Z  ,PHHSF    ,,240322,AA57127000,,,,,,,484F6C,,TRA5584,IS ,B738/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFMN2120 ,N0437F380 BADOD UZ12 BULOL UM733 IDAVO DCT BAGBI DCT SIZZA UM733 KOPOR/N0427F360 UN874 VEKIN/N0413F340 UN873 ADUTO N873 FERDI Y18 DENUT ,EHAM0126 EBBR ,"CODE/484F6C DOF/240322 EET/LFFF0007 EBUR0108 EHAA0114 IFP/MODESASP NAV/RNP2 OPR/TRA ORGN/EHAMTRAK PER/C REG/PHHSF RMK/TCAS ACFT CERTIFIED NOISE STAGE 4 OCC CONTACT 0031206046288 RVR/175 SEL/LSHJ SUR/260B)
",NICE,,nan,nan,
22663,F,1304,LFBE,EHRD,TRA6082  ,Z,B738   ,Z  ,PHHZX    ,,240322,AA57107596,,,,,,,4841A8,,TRA6082,IS ,B738/M,SDE2E3FGHIJ1RWXY/LB1 ,LFBE1300 ,N0431F360 BUGUS DCT ADABI DCT BOKNO UN858 VANAD UN874 VEKIN UN873 ADUTO N873 FERDI Y18 DENUT ,EHRD0108 EHAM ,"CODE/4841A8 DOF/240322 EET/LFFF0007 EBUR0054 EBBU0058 EHAA0101 IFP/MODESASP OPR/TRA ORGN/EHAMTRAK PER/C REG/PHHZX RMK/TCAS OCC CONTACT 0031206046288 RVR/175 SEL/LSGP)
",MERI,,nan,nan,
22696,F,924,LFPG,CYUL,TSC111   ,Z,A333   ,Z  ,CGUBO    ,,240322,AA57121780,,,,,,,C079A1,,TSC111,IS ,A333/H,SDE1E3GHIJ3J5P2RWXYZ/LB1D1 ,LFPG0905 ,N0465F300 ATREX UT225 VESAN UL613 SOVAT L613 SANDY/N0465F360 L613 TLA DCT GOW DCT ERAKA/M081F370 NATB 60N020W/M081F380 NATB 61N040W/M081F400 NATB URTAK/M081F400 N754A LOMTA/N0476F400 N754A YBC DCT DEBUS OMBRE2 ,CYUL0732 KPBG ,"CODE/C079A1 DOF/240322 EET/EGTT0019 EGPX0059 EGGX0140 CZQX0309 BGGL0355 CZQX0437 CZUL0545 CZQX0547 CZUL0558 NAV/GNSS OPR/TSC ORGN/CYULTSCX RALT/EINN CYYR REG/CG
",CDG,False,922.0,C078AC,A333
22698,F,925,LFML,CYUL,TSC435   ,Z,A21N   ,Z  ,CGOIJ    ,,240322,AA57121635,,,,,,,C06A7A,,TSC435,IS ,A21N/M,SDE2E3FGHIJ1J4J7M3P2RWXY/LB1D1 ,LFML0905 ,N0448F310 MAMES M984 BISBA N975 BGR T410 VIBOK M601 BLV M190 LASKU/N0448F320 DCT VES DCT HIDRA/M078F320 DCT 45N015W 45N020W 46N030W 47N040W 47N050W/M078F340 DCT PORTI/N0457F360 N182A MIILS Q907 ATENE DCT ODBOS OMBRE2 ,CYUL0825 KPBG ,"CODE/C06A7A DOF/240322 EET/LFFF0012 LECB0017 LECM0043 LPPO0158 EGGX0211 CZQX0345 CZQM0642 KZBW0736 CZUL0753 45N015W0211 45N020W0242 46N030W0345 47N04
",MARS,,nan,nan,
22699,F,951,LFML,CYUL,TSC435   ,Z,A21N   ,Z  ,CGOIJ    ,,240322,AA57121635,,,,,,,C06A7A,,nan,nan,nan,nan,nan,nan,nan,nan,BORD,,nan,nan,
22730,F,1916,LFPO,LFRS,TVF070   ,Z,B738   ,Z  ,FHTVA    ,,240322,AA57136982,,,,,,,39CEA0,,TVF070,IX ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO1830 ,N0425F270 LGL UT190 GODIX UN872 DIDAK/N0379F190 A5 VALAX ,LFRS0039 LFRB ,"CODE/39CEA0 DOF/240322 EET/LFRR0022 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FHTVA RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/AMBH SUR/260B)
",ORL,,nan,nan,
22731,F,1956,LFBP,LFPO,TVF075   ,Z,B738   ,Z  ,FGZHR    ,,240322,AA57138024,,,,,,,3964F1,,TVF075,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFBP1930 ,N0431F340 USAKU DCT AGN DCT DIBAG DCT TUDRA/N0393F280 DCT BEVOL UT158 AMB ,LFPO0055 EBBR ,"CODE/3964F1 DOF/240322 EET/LFFF0008 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHR RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/JSGL SUR/260B)
",PYRN,,nan,nan,
22735,F,1751,LFPO,LKPR,TVF11EK  ,Z,B738   ,Z  ,FHUYY    ,,240322,AA57121961,,,,,,,39D318,,TVF11EK,IS ,B738/M,SDFGHIJ1RWY/LB1 ,LFPO1730 ,N0437F360 RANUX UN858 VALEK/N0439F370 UN858 LIMGO DCT BOMBI DCT LOHRE L984 KOMIB DCT TONSU Z35 ODOMO DCT LOMKI ,LKPR0104 EDDC ,"CODE/39D311 DOF/240322 EET/EBUR0020 EDUU0023 LKAA0053 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYR RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/ERJS SUR/260B)
",ORL,False,1742.0,39CEA8,B738
22737,F,1614,LFPO,LIRN,TVF13CJ  ,Z,B738   ,Z  ,FHUYI    ,,240322,AA57130241,,,,,,,39D308,,TVF13CJ,IS ,B738/M,SDFGIJ1RWY/LB1 ,LFPO1505 ,N0441F370 BUBLI UG42 LUVAL DCT SHARA DCT DEVDI DCT ODINA DCT ROBAS/N0438F390 DCT EKDIR DCT KUGIX/N0439F370 DCT AMTEL DCT GITOD DCT GENGI DCT EVULI DCT ERIKA ,LIRN0149 LIRF ,"CODE/39D308 DOF/240322 EET/LSAS0035 EDUU0035 LIMM0048 LSAS0050 LIMM0051 LIRR0112 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYI RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/BKJP SUR/260B)
",ORL,False,1401.0,39D315,B738
22738,F,521,LFPO,LEMD,TVF13DD  ,Z,B738   ,Z  ,FGZHS    ,,240322,AA57105390,,,,,,,3964F2,,TVF13DD,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO0515 ,N0437F390 AGOPA DCT ARKIP DCT ARMAL DCT ARTAX DCT BEBIX DCT LMG DCT UVELI DCT OSMOB DCT ARVID DCT PPN DCT NOLSA DCT ALEPO DCT VASUM DCT GARVU DCT BANEV ,LEMD0125 LEVC ,"CODE/3964F2 DAT/EUADSBX DOF/240322 EET/LECM0057 OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHS RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/DKGP TALT/LFQQ)
",ORL,False,516.0,39D318,B738
22743,F,850,LFBD,GOBD,TVF17CJ  ,Z,B738   ,Z  ,FHUYG    ,,240322,AA57107030,,,,,,,39D306,,TVF17CJ,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFBD0840 ,"N0458F330 SAU DCT SECHE DCT AGN DCT TOU DCT LOMRA/N0452F350 DCT ROCAN DCT PUMAL DCT XEPLA DCT BCN DCT RODRA DCT PEXOT DCT EBROX DCT LOTOS DCT TORDU DCT DIKUT DCT SOPET DCT VLC DCT SERRA DCT ASTRO DCT POBOS DCT XEBAR DCT YES DCT MAMIS DCT BAZAS DCT VIBAS DCT MGA DCT PIMOS DCT GALTO UN869 ADM UR975 MOROX/N0459F360 UR975 ECHED/N0458F360 UR975 OSVOR/N0461F340 UR975 ZRT DCT MINBA DCT SEPEL UR975 S
",nan,nan,MERI,,nan,nan,
22744,F,1220,LFPO,LPPR,TVF17GU  ,Z,B738   ,Z  ,FHUYZ    ,,240322,AA57105852,,,,,,,39D319,,TVF17GU,IS ,B738/M,SDFGHIJ1RWY/LB1 ,LFPO1155 ,N0446F350 LGL UT176 TERPO UN872 ERIGA DCT FUJTI DCT ATLEN DCT INSID T326 ASPOR ,LPPR0145 LEST ,"CODE/39D319 DAT/CPDLCX DOF/240322 EET/LECM0106 LPPC0136 OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYZ RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/MQBR SUR/260B)
",ORL,False,605.0,39CEA2,B738
22747,F,1231,LFBZ,LFPO,TVF18EA  ,Z,B738   ,Z  ,FHTVM    ,,240322,AA57105688,,,,,,,39CEAC,,TVF18EA,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFBZ0830 ,N0433F340 VAVIX DCT TUDRA/N0398F280 DCT BEVOL UT158 AMB ,LFPO0056 LFPG ,"CODE/39CEAC DOF/240322 EET/LFFF0007 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FHTVM RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/ALCD SUR/260B)
",PYRN,False,839.0,39D309,B738
22748,F,1628,LFPO,LOWW,TVF18FY  ,Z,B738   ,Z  ,FGZHA    ,,240322,AA57120358,,,,,,,3964E0,,TVF18FY,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO1610 ,N0438F360 BUBLI UG42 LUVAL DCT LUPEN/N0440F370 DCT BATUB DCT MOMUK DCT BERAS T23 BIRGI DCT NEMAL NEMAL2W ,LOWW0126 LZIB ,"CODE/3964E0 DAT/EUADSBX DOF/240322 EET/EDUU0030 LOVV0051 EDUU0059 LOVV0100 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHA RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/JRDQ)
",ORL,False,1731.0,39D30A,B738
